 -1.32874E-04, -1.15339E-05,  1.22823E-04,  2.71150E-04,  4.34430E-04,  6.13666E-04,  8.09868E-04,  1.02405E-03,  1.25721E-03,  1.51030E-03,  1.78424E-03,  2.07986E-03,  2.39788E-03,  2.73891E-03,  3.10337E-03,  3.49147E-03,  3.90320E-03,  4.33823E-03,  4.79594E-03,  5.27528E-03,  5.77483E-03,  6.29270E-03,  6.82647E-03,  7.37326E-03,  7.92960E-03,  8.49152E-03,  9.05448E-03,  9.61348E-03,  1.01630E-02,  1.06973E-02,  1.12102E-02,  1.16954E-02,  1.21465E-02,  1.25575E-02,  1.29222E-02,  1.32354E-02,  1.34921E-02,  1.36883E-02,  1.38207E-02,  1.38871E-02,  1.38866E-02,  1.38190E-02,  1.36856E-02,  1.34886E-02,  1.32312E-02,  1.29175E-02,  1.25525E-02,  1.21415E-02,  1.16906E-02,  1.12059E-02,  1.06938E-02,  1.01605E-02,  9.61207E-03,  9.05441E-03,  8.49293E-03,  7.93260E-03,  7.37791E-03,  6.83282E-03,  6.30073E-03,  5.78453E-03,  5.28659E-03,  4.80877E-03,  4.35249E-03,  3.91877E-03,  3.50824E-03,  3.12119E-03,  2.75766E-03,  2.41741E-03,  2.10003E-03,  1.80493E-03,  1.53138E-03,  1.27856E-03,  1.04557E-03,  8.31442E-04,  6.35204E-04,  4.55850E-04,  2.92376E-04,  1.43790E-04,  9.11667E-06, -1.12589E-04,
 -2.73020E-04, -1.52887E-04, -1.90543E-05,  1.29550E-04,  2.94039E-04,  4.75561E-04,  6.75286E-04,  8.94396E-04,  1.13407E-03,  1.39547E-03,  1.67971E-03,  1.98785E-03,  2.32082E-03,  2.67946E-03,  3.06440E-03,  3.47609E-03,  3.91471E-03,  4.38011E-03,  4.87180E-03,  5.38886E-03,  5.92991E-03,  6.49304E-03,  7.07575E-03,  7.67497E-03,  8.28696E-03,  8.90734E-03,  9.53108E-03,  1.01525E-02,  1.07655E-02,  1.13633E-02,  1.19388E-02,  1.24846E-02,  1.29935E-02,  1.34580E-02,  1.38712E-02,  1.42265E-02,  1.45182E-02,  1.47413E-02,  1.48920E-02,  1.49677E-02,  1.49670E-02,  1.48900E-02,  1.47381E-02,  1.45140E-02,  1.42215E-02,  1.38656E-02,  1.34521E-02,  1.29875E-02,  1.24789E-02,  1.19337E-02,  1.13591E-02,  1.07625E-02,  1.01509E-02,  9.53103E-03,  8.90903E-03,  8.29051E-03,  7.68046E-03,  7.08319E-03,  6.50242E-03,  5.94120E-03,  5.40197E-03,  4.88662E-03,  4.39652E-03,  3.93257E-03,  3.49525E-03,  3.08469E-03,  2.70072E-03,  2.34290E-03,  2.01058E-03,  1.70296E-03,  1.41907E-03,  1.15790E-03,  9.18326E-04,  6.99206E-04,  4.99370E-04,  3.17646E-04,  1.52874E-04,  3.91965E-06, -1.30322E-04, -2.50915E-04,
 -4.26787E-04, -3.08764E-04, -1.76379E-04, -2.84330E-05,  1.36330E-04,  3.19214E-04,  5.21565E-04,  7.44755E-04,  9.90171E-04,  1.25920E-03,  1.55318E-03,  1.87343E-03,  2.22116E-03,  2.59745E-03,  3.00322E-03,  3.43918E-03,  3.90576E-03,  4.40306E-03,  4.93077E-03,  5.48816E-03,  6.07392E-03,  6.68619E-03,  7.32242E-03,  7.97936E-03,  8.65300E-03,  9.33856E-03,  1.00305E-02,  1.07223E-02,  1.14072E-02,  1.20773E-02,  1.27244E-02,  1.33400E-02,  1.39155E-02,  1.44421E-02,  1.49115E-02,  1.53159E-02,  1.56483E-02,  1.59029E-02,  1.60750E-02,  1.61615E-02,  1.61607E-02,  1.60726E-02,  1.58991E-02,  1.56432E-02,  1.53098E-02,  1.49047E-02,  1.44349E-02,  1.39083E-02,  1.33333E-02,  1.27184E-02,  1.20723E-02,  1.14036E-02,  1.07205E-02,  1.00305E-02,  9.34063E-03,  8.65726E-03,  7.98587E-03,  7.33120E-03,  6.69721E-03,  6.08712E-03,  5.50341E-03,  4.94795E-03,  4.42200E-03,  3.92630E-03,  3.46113E-03,  3.02638E-03,  2.62163E-03,  2.24617E-03,  1.89909E-03,  1.57932E-03,  1.28565E-03,  1.01678E-03,  7.71393E-04,  5.48104E-04,  3.45546E-04,  1.62356E-04, -2.79555E-06, -1.51202E-04, -2.84106E-04, -4.02700E-04,
 -5.95021E-04, -4.80135E-04, -3.50260E-04, -2.04059E-04, -4.01244E-05,  1.43019E-04,  3.46906E-04,  5.73120E-04,  8.23278E-04,  1.09901E-03,  1.40195E-03,  1.73368E-03,  2.09572E-03,  2.48948E-03,  2.91620E-03,  3.37691E-03,  3.87236E-03,  4.40296E-03,  4.96868E-03,  5.56900E-03,  6.20279E-03,  6.86828E-03,  7.56291E-03,  8.28331E-03,  9.02522E-03,  9.78343E-03,  1.05518E-02,  1.13232E-02,  1.20896E-02,  1.28422E-02,  1.35715E-02,  1.42675E-02,  1.49200E-02,  1.55186E-02,  1.60535E-02,  1.65152E-02,  1.68955E-02,  1.71870E-02,  1.73843E-02,  1.74834E-02,  1.74824E-02,  1.73814E-02,  1.71824E-02,  1.68893E-02,  1.65079E-02,  1.60453E-02,  1.55100E-02,  1.49114E-02,  1.42594E-02,  1.35643E-02,  1.28363E-02,  1.20854E-02,  1.13210E-02,  1.05519E-02,  9.78601E-03,  9.03038E-03,  8.29111E-03,  7.57334E-03,  6.88129E-03,  6.21829E-03,  5.58682E-03,  4.98867E-03,  4.42490E-03,  3.89605E-03,  3.40211E-03,  2.94268E-03,  2.51702E-03,  2.12410E-03,  1.76268E-03,  1.43138E-03,  1.12868E-03,  8.53025E-04,  6.02791E-04,  3.76367E-04,  1.72152E-04, -1.14223E-05, -1.75875E-04, -3.22666E-04, -4.53192E-04, -5.68776E-04,
 -7.78565E-04, -6.67981E-04, -5.41827E-04, -3.98623E-04, -2.36802E-04, -5.47036E-05,  1.49412E-04,  3.77357E-04,  6.31006E-04,  9.12272E-04,  1.22309E-03,  1.56537E-03,  1.94100E-03,  2.35174E-03,  2.79924E-03,  3.28492E-03,  3.80992E-03,  4.37504E-03,  4.98060E-03,  5.62641E-03,  6.31159E-03,  7.03453E-03,  7.79276E-03,  8.58283E-03,  9.40024E-03,  1.02394E-02,  1.10935E-02,  1.19547E-02,  1.28137E-02,  1.36606E-02,  1.44844E-02,  1.52732E-02,  1.60150E-02,  1.66977E-02,  1.73091E-02,  1.78381E-02,  1.82745E-02,  1.86097E-02,  1.88366E-02,  1.89507E-02,  1.89495E-02,  1.88331E-02,  1.86041E-02,  1.82671E-02,  1.78292E-02,  1.72992E-02,  1.66873E-02,  1.60048E-02,  1.52636E-02,  1.44759E-02,  1.36538E-02,  1.28089E-02,  1.19523E-02,  1.10938E-02,  1.02427E-02,  9.40655E-03,  8.59223E-03,  7.80523E-03,  7.04998E-03,  6.32987E-03,  5.64732E-03,  5.00393E-03,  4.40053E-03,  3.83730E-03,  3.31392E-03,  2.82959E-03,  2.38316E-03,  1.97324E-03,  1.59819E-03,  1.25626E-03,  9.45588E-04,  6.64282E-04,  4.10427E-04,  1.82130E-04, -2.24621E-05, -2.05144E-04, -3.67638E-04, -5.11586E-04, -6.38544E-04, -7.49976E-04,
 -9.78254E-04, -8.73278E-04, -7.52217E-04, -6.13444E-04, -4.55221E-04, -2.75695E-04, -7.29028E-05,  1.55217E-04,  4.10817E-04,  6.96124E-04,  1.01341E-03,  1.36498E-03,  1.75310E-03,  2.17999E-03,  2.64775E-03,  3.15826E-03,  3.71318E-03,  4.31375E-03,  4.96079E-03,  5.65450E-03,  6.39440E-03,  7.17913E-03,  8.00639E-03,  8.87276E-03,  9.77356E-03,  1.07028E-02,  1.16531E-02,  1.26157E-02,  1.35801E-02,  1.45350E-02,  1.54674E-02,  1.63637E-02,  1.72095E-02,  1.79902E-02,  1.86916E-02,  1.92998E-02,  1.98026E-02,  2.01892E-02,  2.04514E-02,  2.05832E-02,  2.05818E-02,  2.04472E-02,  2.01824E-02,  1.97935E-02,  1.92890E-02,  1.86796E-02,  1.79778E-02,  1.71972E-02,  1.63522E-02,  1.54573E-02,  1.45269E-02,  1.35746E-02,  1.26131E-02,  1.16538E-02,  1.07070E-02,  9.78134E-03,  8.88417E-03,  8.02138E-03,  7.19755E-03,  6.41604E-03,  5.67913E-03,  4.98810E-03,  4.34344E-03,  3.74491E-03,  3.19171E-03,  2.68258E-03,  2.21590E-03,  1.78979E-03,  1.40216E-03,  1.05084E-03,  7.33561E-04,  4.48062E-04,  1.92090E-04, -3.65568E-05, -2.40007E-04, -4.20301E-04, -5.79381E-04, -7.19082E-04, -8.41125E-04, -9.47123E-04,
 -1.19489E-03, -1.09699E-03, -9.82562E-04, -8.49848E-04, -6.96927E-04, -5.21742E-04, -3.22096E-04, -9.56581E-05,  1.60028E-04,  4.47531E-04,  7.69509E-04,  1.12868E-03,  1.52778E-03,  1.96954E-03,  2.45658E-03,  2.99137E-03,  3.57613E-03,  4.21272E-03,  4.90253E-03,  5.64632E-03,  6.44412E-03,  7.29499E-03,  8.19691E-03,  9.14659E-03,  1.01393E-02,  1.11687E-02,  1.22268E-02,  1.33039E-02,  1.43883E-02,  1.54668E-02,  1.65246E-02,  1.75456E-02,  1.85127E-02,  1.94085E-02,  2.02156E-02,  2.09175E-02,  2.14990E-02,  2.19470E-02,  2.22511E-02,  2.24041E-02,  2.24023E-02,  2.22459E-02,  2.19387E-02,  2.14880E-02,  2.09044E-02,  2.02012E-02,  1.93934E-02,  1.84979E-02,  1.75318E-02,  1.65126E-02,  1.54574E-02,  1.43820E-02,  1.33011E-02,  1.22280E-02,  1.11741E-02,  1.01490E-02,  9.16053E-03,  8.21501E-03,  7.31705E-03,  6.46986E-03,  5.67542E-03,  4.93461E-03,  4.24739E-03,  3.61299E-03,  3.03003E-03,  2.49665E-03,  2.01064E-03,  1.56958E-03,  1.17085E-03,  8.11768E-04,  4.89626E-04,  2.01735E-04, -5.45323E-05, -2.81714E-04, -4.82239E-04, -6.58413E-04, -8.12411E-04, -9.46267E-04, -1.06188E-03, -1.16101E-03,
 -1.42926E-03, -1.34003E-03, -1.23397E-03, -1.10915E-03, -9.63473E-04, -7.94664E-04, -6.00283E-04, -3.77714E-04, -1.24174E-04,  1.63279E-04,  4.87723E-04,  8.52349E-04,  1.26042E-03,  1.71524E-03,  2.22004E-03,  2.77798E-03,  3.39198E-03,  4.06462E-03,  4.79803E-03,  5.59370E-03,  6.45231E-03,  7.37353E-03,  8.35580E-03,  9.39612E-03,  1.04898E-02,  1.16304E-02,  1.28092E-02,  1.40156E-02,  1.52365E-02,  1.64569E-02,  1.76595E-02,  1.88254E-02,  1.99345E-02,  2.09656E-02,  2.18979E-02,  2.27110E-02,  2.33862E-02,  2.39074E-02,  2.42617E-02,  2.44400E-02,  2.44379E-02,  2.42553E-02,  2.38972E-02,  2.33728E-02,  2.26950E-02,  2.18803E-02,  2.09474E-02,  1.99166E-02,  1.88089E-02,  1.76453E-02,  1.64458E-02,  1.52293E-02,  1.40128E-02,  1.28112E-02,  1.16374E-02,  1.05019E-02,  9.41326E-03,  8.37778E-03,  7.40007E-03,  6.48304E-03,  5.62820E-03,  4.83582E-03,  4.10522E-03,  3.43490E-03,  2.82275E-03,  2.26619E-03,  1.76234E-03,  1.30809E-03,  9.00216E-04,  5.35473E-04,  2.10633E-04, -7.74569E-05, -3.31838E-04, -5.55416E-04, -7.50943E-04, -9.21005E-04, -1.06802E-03, -1.19424E-03, -1.30173E-03, -1.39240E-03,
 -1.68206E-03, -1.60330E-03, -1.50752E-03, -1.39265E-03, -1.25640E-03, -1.09628E-03, -9.09611E-04, -6.93463E-04, -4.44709E-04, -1.60007E-04,  1.64180E-04,  5.31566E-04,  9.46001E-04,  1.41143E-03,  1.93183E-03,  2.51111E-03,  3.15305E-03,  3.86110E-03,  4.63831E-03,  5.48708E-03,  6.40896E-03,  7.40444E-03,  8.47265E-03,  9.61111E-03,  1.08154E-02,  1.20789E-02,  1.33927E-02,  1.47449E-02,  1.61213E-02,  1.75044E-02,  1.88745E-02,  2.02094E-02,  2.14849E-02,  2.26759E-02,  2.37566E-02,  2.47022E-02,  2.54897E-02,  2.60988E-02,  2.65135E-02,  2.67223E-02,  2.67196E-02,  2.65056E-02,  2.60863E-02,  2.54732E-02,  2.46827E-02,  2.37351E-02,  2.26537E-02,  2.14634E-02,  2.01897E-02,  1.88577E-02,  1.74916E-02,  1.61132E-02,  1.47423E-02,  1.33958E-02,  1.20881E-02,  1.08307E-02,  9.63230E-03,  8.49949E-03,  7.43652E-03,  6.44579E-03,  5.52811E-03,  4.68295E-03,  3.90876E-03,  3.20312E-03,  2.56304E-03,  1.98507E-03,  1.46548E-03,  1.00041E-03,  5.85940E-04,  2.18162E-04, -1.06720E-04, -3.92373E-04, -6.42289E-04, -8.59769E-04, -1.04791E-03, -1.20959E-03, -1.34748E-03, -1.46404E-03, -1.56152E-03, -1.64200E-03,
 -1.95393E-03, -1.88759E-03, -1.80420E-03, -1.70156E-03, -1.57719E-03, -1.42840E-03, -1.25223E-03, -1.04545E-03, -8.04575E-04, -5.25831E-04, -2.05187E-04,  1.61637E-04,  5.79142E-04,  1.05201E-03,  1.58502E-03,  2.18301E-03,  2.85072E-03,  3.59268E-03,  4.41304E-03,  5.31533E-03,  6.30225E-03,  7.37538E-03,  8.53481E-03,  9.77887E-03,  1.11037E-02,  1.25028E-02,  1.39669E-02,  1.54835E-02,  1.70366E-02,  1.86066E-02,  2.01707E-02,  2.17028E-02,  2.31741E-02,  2.45542E-02,  2.58117E-02,  2.69161E-02,  2.78385E-02,  2.85537E-02,  2.90414E-02,  2.92872E-02,  2.92839E-02,  2.90317E-02,  2.85382E-02,  2.78181E-02,  2.68920E-02,  2.57855E-02,  2.45272E-02,  2.31480E-02,  2.16791E-02,  2.01509E-02,  1.85917E-02,  1.70276E-02,  1.54812E-02,  1.39718E-02,  1.25149E-02,  1.11230E-02,  9.80520E-03,  8.56772E-03,  7.41429E-03,  6.34654E-03,  5.36428E-03,  4.46591E-03,  3.64874E-03,  2.90925E-03,  2.24334E-03,  1.64651E-03,  1.11409E-03,  6.41306E-04,  2.23434E-04, -1.44141E-04, -4.65860E-04, -7.45945E-04, -9.88378E-04, -1.19688E-03, -1.37490E-03, -1.52563E-03, -1.65199E-03, -1.75666E-03, -1.84207E-03, -1.91043E-03,
